"Tax.Type","Item","United.States","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","DC","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New.Hampshire","New.Jersey","New.Mexico","New.York","North.Carolina","North.Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode.Island","South.Carolina","South.Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West.Virginia","Wisconsin","Wyoming"
"Total Taxes","T00","1,041,365,054","11,055,577","1,656,352","16,310,140","9,819,284","178,437,038","14,924,842","18,831,458","4,220,057","7,959,386","45,961,204","23,602,510","7,714,451","4,835,969","42,575,392","22,056,726","10,088,480","9,546,790","12,297,789","11,357,686","4,410,632","22,427,037","29,654,803","30,046,808","26,697,469","7,890,571","13,025,070","3,003,980","5,393,093","9,157,036","2,920,888","35,365,046","5,539,329","86,870,101","27,854,728","4,205,184","29,324,817","9,506,058","12,647,344","40,709,545","3,358,594","10,530,212","1,917,548","15,743,880","60,328,843","9,365,418","3,326,560","24,315,846","26,579,324","5,443,291","18,717,467","1,837,401"
